category,im_url_display,subcategory,description,gender,price,im_url_small,brand_name,im_url_md,product_url,currency,im_url,im_name,product_name,store,product_id
Handbags,http://images.neimanmarcus.com/ca/1/product_assets/X/3/A/R/0/NMX3AR0_an.jpg,Handbags,"Stuart Weitzman suede ballerina flat. 0.5"" flat covered heel. Square toe with bow. Slip-on style. Padded footbed. Suede lining. Leather outsole. ""Shoestring"" is made in Spain.",,335.00,http://images.neimanmarcus.com/ca/1/product_assets/X/3/A/R/0/NMX3AR0_bn.jpg,Stuart Weitzman,http://images.neimanmarcus.com/ca/1/product_assets/X/3/A/R/0/NMX3AR0_bk.jpg,http://www.neimanmarcus.com/Stuart-Weitzman-Shoestring-Suede-Ballerina-Flat-Black-Shoes/prod191000045_cat40510788__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat40510788%2526pageSize%253D30%2526No%253D0%2526refinements%253D&eItemId=prod191000045&cmCat=product,USD,http://images.neimanmarcus.com/ca/1/product_assets/X/3/A/R/0/NMX3AR0_bz.jpg,NMX3AR0_bz," Shoestring Suede Ballerina Flat, Black
					",Neiman Marcus,4b25ffc6
Handbags,http://images.neimanmarcus.com/ca/1/product_assets/X/3/A/E/2/NMX3AE2_an.jpg,Handbags,"Christian Louboutin glitter fabric low-top sneaker. 1"" flat heel. Round toe. Grosgrain piping. Lace-up front. Red rubber outsole. ""Seava"" is made in Italy.",,795.00,http://images.neimanmarcus.com/ca/1/product_assets/X/3/A/E/2/NMX3AE2_an.jpg,Christian Louboutin,http://images.neimanmarcus.com/ca/1/product_assets/X/3/A/E/2/NMX3AE2_ak.jpg,http://www.neimanmarcus.com/Christian-Louboutin-Seava-Glitter-Disco-Red-Sole-Sneaker-Silver-Premier-Designer/prod190920806_cat40460744__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat40460744%2526pageSize%253D30%2526No%253D0%2526refinements%253D&eItemId=prod190920806&cmCat=product,USD,http://images.neimanmarcus.com/ca/1/product_assets/X/3/A/E/2/NMX3AE2_az.jpg,NMX3AE2_az,"Seava Glitter Disco Red Sole Sneaker, Silver",Neiman Marcus,4ba8e15c
Handbags,http://images.neimanmarcus.com/ca/1/product_assets/X/3/A/E/2/NMX3AE2_an.jpg,Handbags,"Christian Louboutin glitter fabric low-top sneaker. 1"" flat heel. Round toe. Grosgrain piping. Lace-up front. Red rubber outsole. ""Seava"" is made in Italy.",,795.00,http://images.neimanmarcus.com/ca/1/product_assets/X/3/A/E/2/NMX3AE2_bn.jpg,Christian Louboutin,http://images.neimanmarcus.com/ca/1/product_assets/X/3/A/E/2/NMX3AE2_bk.jpg,http://www.neimanmarcus.com/Christian-Louboutin-Seava-Glitter-Disco-Red-Sole-Sneaker-Silver-Premier-Designer/prod190920806_cat40460744__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat40460744%2526pageSize%253D30%2526No%253D0%2526refinements%253D&eItemId=prod190920806&cmCat=product,USD,http://images.neimanmarcus.com/ca/1/product_assets/X/3/A/E/2/NMX3AE2_bz.jpg,NMX3AE2_bz,"Seava Glitter Disco Red Sole Sneaker, Silver",Neiman Marcus,4ba8e15c
Handbags,http://images.neimanmarcus.com/ca/1/product_assets/X/3/A/E/2/NMX3AE2_an.jpg,Handbags,"Christian Louboutin glitter fabric low-top sneaker. 1"" flat heel. Round toe. Grosgrain piping. Lace-up front. Red rubber outsole. ""Seava"" is made in Italy.",,795.00,http://images.neimanmarcus.com/ca/2/product_assets/X/3/A/E/2/NMX3AE2_mn.jpg,Christian Louboutin,http://images.neimanmarcus.com/ca/2/product_assets/X/3/A/E/2/NMX3AE2_mk.jpg,http://www.neimanmarcus.com/Christian-Louboutin-Seava-Glitter-Disco-Red-Sole-Sneaker-Silver-Premier-Designer/prod190920806_cat40460744__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat40460744%2526pageSize%253D30%2526No%253D0%2526refinements%253D&eItemId=prod190920806&cmCat=product,USD,http://images.neimanmarcus.com/ca/2/product_assets/X/3/A/E/2/NMX3AE2_mz.jpg,NMX3AE2_mz,"Seava Glitter Disco Red Sole Sneaker, Silver",Neiman Marcus,4ba8e15c
Handbags,http://images.neimanmarcus.com/ca/1/product_assets/X/3/A/E/2/NMX3AE2_an.jpg,Handbags,"Christian Louboutin glitter fabric low-top sneaker. 1"" flat heel. Round toe. Grosgrain piping. Lace-up front. Red rubber outsole. ""Seava"" is made in Italy.",,795.00,http://images.neimanmarcus.com/ca/1/product_assets/X/3/A/E/2/NMX3AE2_an.jpg,Christian Louboutin,http://images.neimanmarcus.com/ca/1/product_assets/X/3/A/E/2/NMX3AE2_ak.jpg,http://www.neimanmarcus.com/Christian-Louboutin-Seava-Glitter-Disco-Red-Sole-Sneaker-Silver-Premier-Designer/prod190920806_cat40460744__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat40460744%2526pageSize%253D30%2526No%253D0%2526refinements%253D&eItemId=prod190920806&cmCat=product,USD,http://images.neimanmarcus.com/ca/1/product_assets/X/3/A/E/2/NMX3AE2_az.jpg,NMX3AE2_az,"Seava Glitter Disco Red Sole Sneaker, Silver",Neiman Marcus,4c1dbda6
Handbags,http://images.neimanmarcus.com/ca/1/product_assets/X/3/A/E/2/NMX3AE2_an.jpg,Handbags,"Christian Louboutin glitter fabric low-top sneaker. 1"" flat heel. Round toe. Grosgrain piping. Lace-up front. Red rubber outsole. ""Seava"" is made in Italy.",,795.00,http://images.neimanmarcus.com/ca/1/product_assets/X/3/A/E/2/NMX3AE2_bn.jpg,Christian Louboutin,http://images.neimanmarcus.com/ca/1/product_assets/X/3/A/E/2/NMX3AE2_bk.jpg,http://www.neimanmarcus.com/Christian-Louboutin-Seava-Glitter-Disco-Red-Sole-Sneaker-Silver-Premier-Designer/prod190920806_cat40460744__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat40460744%2526pageSize%253D30%2526No%253D0%2526refinements%253D&eItemId=prod190920806&cmCat=product,USD,http://images.neimanmarcus.com/ca/1/product_assets/X/3/A/E/2/NMX3AE2_bz.jpg,NMX3AE2_bz,"Seava Glitter Disco Red Sole Sneaker, Silver",Neiman Marcus,4c1dbda6
Handbags,http://images.neimanmarcus.com/ca/1/product_assets/X/3/A/E/2/NMX3AE2_an.jpg,Handbags,"Christian Louboutin glitter fabric low-top sneaker. 1"" flat heel. Round toe. Grosgrain piping. Lace-up front. Red rubber outsole. ""Seava"" is made in Italy.",,795.00,http://images.neimanmarcus.com/ca/2/product_assets/X/3/A/E/2/NMX3AE2_mn.jpg,Christian Louboutin,http://images.neimanmarcus.com/ca/2/product_assets/X/3/A/E/2/NMX3AE2_mk.jpg,http://www.neimanmarcus.com/Christian-Louboutin-Seava-Glitter-Disco-Red-Sole-Sneaker-Silver-Premier-Designer/prod190920806_cat40460744__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat40460744%2526pageSize%253D30%2526No%253D0%2526refinements%253D&eItemId=prod190920806&cmCat=product,USD,http://images.neimanmarcus.com/ca/2/product_assets/X/3/A/E/2/NMX3AE2_mz.jpg,NMX3AE2_mz,"Seava Glitter Disco Red Sole Sneaker, Silver",Neiman Marcus,4c1dbda6
Handbags,http://images.neimanmarcus.com/ca/1/product_assets/X/3/4/K/0/NMX34K0_an.jpg,Handbags,"Gucci leather ankle boot with glass pearl and small studs on heel. 3"" stacked block heel; 7""H shaft, 11.5"" top circumference. Square apron toe. Blue/red/blue web with GG detail. Side zip eases dress. Smooth outsole. ""Peyton"" is made in Italy.",,"1,590.00",http://images.neimanmarcus.com/ca/1/product_assets/X/3/4/K/0/NMX34K0_an.jpg,Gucci,http://images.neimanmarcus.com/ca/1/product_assets/X/3/4/K/0/NMX34K0_ak.jpg,http://www.neimanmarcus.com/Gucci-Peyton-Pearly-Heel-Ankle-Boot-Black-Booties/prod187990408_cat45140735__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat45140735%2526pageSize%253D29%2526No%253D0%2526refinements%253D&eItemId=prod187990408&cmCat=product,USD,http://images.neimanmarcus.com/ca/1/product_assets/X/3/4/K/0/NMX34K0_az.jpg,NMX34K0_az,"Peyton Pearly-Heel Ankle Boot, Black",Neiman Marcus,4d54243a
Handbags,http://images.neimanmarcus.com/ca/1/product_assets/X/3/4/K/0/NMX34K0_an.jpg,Handbags,"Gucci leather ankle boot with glass pearl and small studs on heel. 3"" stacked block heel; 7""H shaft, 11.5"" top circumference. Square apron toe. Blue/red/blue web with GG detail. Side zip eases dress. Smooth outsole. ""Peyton"" is made in Italy.",,"1,590.00",http://images.neimanmarcus.com/ca/1/product_assets/X/3/4/K/0/NMX34K0_bn.jpg,Gucci,http://images.neimanmarcus.com/ca/1/product_assets/X/3/4/K/0/NMX34K0_bk.jpg,http://www.neimanmarcus.com/Gucci-Peyton-Pearly-Heel-Ankle-Boot-Black-Booties/prod187990408_cat45140735__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat45140735%2526pageSize%253D29%2526No%253D0%2526refinements%253D&eItemId=prod187990408&cmCat=product,USD,http://images.neimanmarcus.com/ca/1/product_assets/X/3/4/K/0/NMX34K0_bz.jpg,NMX34K0_bz,"Peyton Pearly-Heel Ankle Boot, Black",Neiman Marcus,4d54243a
Handbags,http://images.neimanmarcus.com/ca/1/product_assets/X/3/4/K/0/NMX34K0_an.jpg,Handbags,"Gucci leather ankle boot with glass pearl and small studs on heel. 3"" stacked block heel; 7""H shaft, 11.5"" top circumference. Square apron toe. Blue/red/blue web with GG detail. Side zip eases dress. Smooth outsole. ""Peyton"" is made in Italy.",,"1,590.00",http://images.neimanmarcus.com/ca/1/product_assets/X/3/4/K/0/NMX34K0_cn.jpg,Gucci,http://images.neimanmarcus.com/ca/1/product_assets/X/3/4/K/0/NMX34K0_ck.jpg,http://www.neimanmarcus.com/Gucci-Peyton-Pearly-Heel-Ankle-Boot-Black-Booties/prod187990408_cat45140735__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat45140735%2526pageSize%253D29%2526No%253D0%2526refinements%253D&eItemId=prod187990408&cmCat=product,USD,http://images.neimanmarcus.com/ca/1/product_assets/X/3/4/K/0/NMX34K0_cz.jpg,NMX34K0_cz,"Peyton Pearly-Heel Ankle Boot, Black",Neiman Marcus,4d54243a
Handbags,http://images.neimanmarcus.com/ca/1/product_assets/X/3/4/K/0/NMX34K0_an.jpg,Handbags,"Gucci leather ankle boot with glass pearl and small studs on heel. 3"" stacked block heel; 7""H shaft, 11.5"" top circumference. Square apron toe. Blue/red/blue web with GG detail. Side zip eases dress. Smooth outsole. ""Peyton"" is made in Italy.",,"1,590.00",http://images.neimanmarcus.com/ca/2/product_assets/X/3/4/K/0/NMX34K0_mn.jpg,Gucci,http://images.neimanmarcus.com/ca/2/product_assets/X/3/4/K/0/NMX34K0_mk.jpg,http://www.neimanmarcus.com/Gucci-Peyton-Pearly-Heel-Ankle-Boot-Black-Booties/prod187990408_cat45140735__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat45140735%2526pageSize%253D29%2526No%253D0%2526refinements%253D&eItemId=prod187990408&cmCat=product,USD,http://images.neimanmarcus.com/ca/2/product_assets/X/3/4/K/0/NMX34K0_mz.jpg,NMX34K0_mz,"Peyton Pearly-Heel Ankle Boot, Black",Neiman Marcus,4d54243a
Handbags,http://images.neimanmarcus.com/ca/2/product_assets/X/3/A/D/V/NMX3ADV_mn.jpg,Handbags,"Christian Louboutin suede ankle boot. Approx. 2.8"" covered heel; 5.5""H shaft; 10"" circ. Round toe.  Interior side zip allows ease of dress. Padded leather insole. Signature Christian Louboutin red leather sole.  ""Top 70"" is made in Italy.",,945.00,http://images.neimanmarcus.com/ca/2/product_assets/X/3/A/D/V/NMX3ADV_mn.jpg,Christian Louboutin,http://images.neimanmarcus.com/ca/2/product_assets/X/3/A/D/V/NMX3ADV_mk.jpg,http://www.neimanmarcus.com/Christian-Louboutin-Suede-Red-Sole-Ankle-Boot-Charcoal-Gray-Boots/prod191120116_cat45140734__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat45140734%2526pageSize%253D29%2526No%253D0%2526refinements%253D&eItemId=prod191120116&cmCat=product,USD,http://images.neimanmarcus.com/ca/2/product_assets/X/3/A/D/V/NMX3ADV_mz.jpg,NMX3ADV_mz," Suede Red Sole Ankle Boot, Charcoal Gray
					",Neiman Marcus,4da7dc10
Handbags,http://images.neimanmarcus.com/ca/2/product_assets/X/3/A/D/V/NMX3ADV_mn.jpg,Handbags,"Christian Louboutin suede ankle boot. Approx. 2.8"" covered heel; 5.5""H shaft; 10"" circ. Round toe.  Interior side zip allows ease of dress. Padded leather insole. Signature Christian Louboutin red leather sole.  ""Top 70"" is made in Italy.",,945.00,http://images.neimanmarcus.com/ca/2/product_assets/X/3/A/D/V/NMX3ADV_bn.jpg,Christian Louboutin,http://images.neimanmarcus.com/ca/2/product_assets/X/3/A/D/V/NMX3ADV_bk.jpg,http://www.neimanmarcus.com/Christian-Louboutin-Suede-Red-Sole-Ankle-Boot-Charcoal-Gray-Boots/prod191120116_cat45140734__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat45140734%2526pageSize%253D29%2526No%253D0%2526refinements%253D&eItemId=prod191120116&cmCat=product,USD,http://images.neimanmarcus.com/ca/2/product_assets/X/3/A/D/V/NMX3ADV_bz.jpg,NMX3ADV_bz," Suede Red Sole Ankle Boot, Charcoal Gray
					",Neiman Marcus,4da7dc10
Handbags,http://images.neimanmarcus.com/ca/2/product_assets/X/3/A/D/V/NMX3ADV_mn.jpg,Handbags,"Christian Louboutin suede ankle boot. Approx. 2.8"" covered heel; 5.5""H shaft; 10"" circ. Round toe.  Interior side zip allows ease of dress. Padded leather insole. Signature Christian Louboutin red leather sole.  ""Top 70"" is made in Italy.",,945.00,http://images.neimanmarcus.com/ca/2/product_assets/X/3/A/D/V/NMX3ADV_an.jpg,Christian Louboutin,http://images.neimanmarcus.com/ca/2/product_assets/X/3/A/D/V/NMX3ADV_ak.jpg,http://www.neimanmarcus.com/Christian-Louboutin-Suede-Red-Sole-Ankle-Boot-Charcoal-Gray-Boots/prod191120116_cat45140734__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat45140734%2526pageSize%253D29%2526No%253D0%2526refinements%253D&eItemId=prod191120116&cmCat=product,USD,http://images.neimanmarcus.com/ca/2/product_assets/X/3/A/D/V/NMX3ADV_az.jpg,NMX3ADV_az," Suede Red Sole Ankle Boot, Charcoal Gray
					",Neiman Marcus,4da7dc10
Handbags,http://images.neimanmarcus.com/ca/2/product_assets/X/3/A/D/V/NMX3ADV_mn.jpg,Handbags,"Christian Louboutin suede ankle boot. Approx. 2.8"" covered heel; 5.5""H shaft; 10"" circ. Round toe.  Interior side zip allows ease of dress. Padded leather insole. Signature Christian Louboutin red leather sole.  ""Top 70"" is made in Italy.",,945.00,http://images.neimanmarcus.com/ca/2/product_assets/X/3/A/D/V/NMX3ADV_mn.jpg,Christian Louboutin,http://images.neimanmarcus.com/ca/2/product_assets/X/3/A/D/V/NMX3ADV_mk.jpg,http://www.neimanmarcus.com/Christian-Louboutin-Suede-Red-Sole-Ankle-Boot-Charcoal-Gray-Boots/prod191120116_cat45140734__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat45140734%2526pageSize%253D29%2526No%253D0%2526refinements%253D&eItemId=prod191120116&cmCat=product,USD,http://images.neimanmarcus.com/ca/2/product_assets/X/3/A/D/V/NMX3ADV_mz.jpg,NMX3ADV_mz," Suede Red Sole Ankle Boot, Charcoal Gray
					",Neiman Marcus,4e94f75c
